id,console-name,product-name,loose-price,cib-price,genre
45159,Playstation 4,Mecho Tales,$21.73,$24.99,Action & Adventure
45160,Playstation 4,Mecho Tales Developer Edition,,,Action & Adventure
64008,Playstation 4,MediEvil,$10.15,$11.00,Action & Adventure
51988,Playstation 4,Mega Man 11,$10.70,$11.58,Action & Adventure
36446,Playstation 4,Mega Man Legacy Collection,$10.20,$13.73,Action & Adventure
38533,Playstation 4,Mega Man Legacy Collection 2,$11.90,$12.33,Action & Adventure
36707,Playstation 4,Mega Man Legacy Collection Special Edition,$101.28,$116.46,Action & Adventure
1341300,Playstation 4,Mega Man X Legacy Collection,$26.08,$28.37,Compilation
47090,Playstation 4,Mega Man X Legacy Collection 1 + 2,$27.99,$29.27,Action & Adventure
1341302,Playstation 4,Mega Man X Legacy Collection 2,$27.14,$29.22,Compilation
68867,Playstation 4,Mega Man Zero/ZX Legacy Collection,$14.00,$16.69,Platformer
36414,Playstation 4,Megadimension Neptunia VII,$14.64,$20.50,RPG
37925,Playstation 4,Megadimension Neptunia VII Limited Edition,$86.86,$96.43,RPG
46414,Playstation 4,Megadimension Neptunia VIIR,$29.99,$43.52,RPG
46438,Playstation 4,Megadimension Neptunia VIIR Limited Edition,$78.75,$176.92,RPG
66510,Playstation 4,Mercenaries Wings: The False Phoenix,$15.98,$20.00,Strategy
66511,Playstation 4,Mercenaries Wings: The False Phoenix [Special Edition],$38.03,$43.73,Strategy
65455,Playstation 4,Mercenary Kings: Reloaded Edition,$24.76,$40.00,Action & Adventure
36993,Playstation 4,Metal Gear Solid V The Definitive Experience,$14.69,$15.00,Action & Adventure
85199,Playstation 4,Metal Gear Solid V The Definitive Experience [Playstation Hits],$13.31,$14.77,Action & Adventure
34750,Playstation 4,Metal Gear Solid V: Ground Zeroes,$7.87,$8.95,Action & Adventure
35936,Playstation 4,Metal Gear Solid V: The Phantom Pain,$8.40,$8.63,Action & Adventure
35934,Playstation 4,Metal Gear Solid V: The Phantom Pain [Collector's Edition],$41.50,$90.42,Action & Adventure
35930,Playstation 4,Metal Gear Solid V: The Phantom Pain [Day One],$11.31,$12.13,Action & Adventure
45070,Playstation 4,Metal Gear Survive,$6.76,$7.60,Action & Adventure
50774,Playstation 4,Metal Max Xeno,$21.00,$29.86,Action & Adventure
55871,Playstation 4,Metal Max Xeno [Limited Edition],$43.48,$50.00,Action & Adventure
65546,Playstation 4,Metal Slug 3,$44.99,$45.99,Arcade
66998,Playstation 4,Metal Slug 3 [Classic Edition],$50.00,$79.00,Action & Adventure
997912,Playstation 4,Metal Slug Anthology,$51.69,$58.51,Arcade
1663041,Playstation 4,Metal Slug Anthology [Collector’s Edition],$85.00,$92.30,Arcade
352963,Playstation 4,Metal Slug XX,$39.27,$49.60,Shoot'em Up
1344786,Playstation 4,Metal Slug XX [Collector's Edition],$99.55,$114.48,Shoot'em Up
63278,Playstation 4,Metal Wolf Chaos XD,$11.99,$18.13,Action & Adventure
90977,Playstation 4,Metal Wolf Chaos XD [Special Reserve],$14.13,$39.99,Action & Adventure
54479,Playstation 4,Metro Exodus,$9.75,$12.66,Action & Adventure
54482,Playstation 4,Metro Exodus [Aurora Limited Edition],$26.04,$26.40,Action & Adventure
35015,Playstation 4,Metro Redux,$11.59,$12.00,FPS
45180,Playstation 4,Metronomicon,$14.99,$17.01,Action & Adventure
37803,Playstation 4,Micro Machines World Series,$6.21,$7.37,Racing
50084,Playstation 4,Middle Earth: Shadow Of War [Definitive Edition],$5.68,$6.66,Action & Adventure
35098,Playstation 4,Middle Earth: Shadow of Mordor,$5.39,$5.39,Action & Adventure
35763,Playstation 4,Middle Earth: Shadow of Mordor [Game of the Year],$8.00,$12.50,Action & Adventure
40245,Playstation 4,Middle Earth: Shadow of War,$3.35,$4.49,Action & Adventure
40242,Playstation 4,Middle Earth: Shadow of War [Gold Edition],$14.83,$18.00,Action & Adventure
40243,Playstation 4,Middle Earth: Shadow of War [Mithril Edition],$210.46,$226.65,Action & Adventure
2774218,Playstation 4,Miden Tower,,,RPG
36427,Playstation 4,Mighty No. 9,$2.95,$4.82,Action & Adventure
36430,Playstation 4,Mighty No. 9 Signature Edition,$16.61,$25.49,Action & Adventure
155362,Playstation 4,Mighty Switch Force Collection,$27.33,$28.89,Action & Adventure
35149,Playstation 4,Minecraft,$15.99,$17.00,Other
160522,Playstation 4,Minecraft Dungeons [Hero Edition],$16.43,$18.00,Action & Adventure
2708619,Playstation 4,Minecraft Dungeons [Ultimate Editon],$26.75,$30.76,RPG
37137,Playstation 4,Minecraft Favorites Pack,$22.99,$26.44,Action & Adventure
85197,Playstation 4,Minecraft Starter Collection,$17.00,$18.45,Other
37056,Playstation 4,Minecraft: Story Mode Complete Adventure,$19.97,$24.53,Action & Adventure
36112,Playstation 4,Minecraft: Story Mode Season Pass,$11.94,$12.49,Other
39657,Playstation 4,Minecraft: Story Mode Season Two,$15.00,$15.50,Other
63804,Playstation 4,Minit,$23.19,$26.67,Action & Adventure
161913,Playstation 4,Minit [Alt Cover],$14.36,$16.51,Action & Adventure
36451,Playstation 4,Mirror's Edge Catalyst,$6.31,$8.23,Action & Adventure
2038397,Playstation 4,Mirror's Edge Catalyst [Collector's Edition DICE Edition],,,Action & Adventure
36454,Playstation 4,Mirror's Edge Catalyst [Collector's Edition],$67.65,$90.00,Action & Adventure
37466,Playstation 4,Mitsurugi Kamui Hikae,$24.71,$25.00,Fighting
2740948,Playstation 4,Mobile Suit Gundam: Extreme vs. Maxiboost On,,,Action & Adventure
46481,Playstation 4,Momodora,$34.06,$36.99,Action & Adventure
59639,Playstation 4,Momodora [Soundtrack Bundle],$22.86,$24.62,Action & Adventure
67475,Playstation 4,Monkey King: Hero is Back,$9.99,$10.00,Action & Adventure
1889253,Playstation 4,Monochrome Order,$40.83,$46.95,RPG
35362,Playstation 4,Monopoly Family Fun Pack,$11.42,$12.78,Party
53833,Playstation 4,Monster Boy and the Cursed Kingdom,$34.10,$59.90,Action & Adventure
2452471,Playstation 4,Monster Boy and the Cursed Kingdom [Collector's Edition],$67.85,$78.03,Platformer
2573529,Playstation 4,Monster Crown,$21.42,$23.07,RPG
45049,Playstation 4,Monster Energy Supercross,$4.75,$8.92,Racing
54411,Playstation 4,Monster Energy Supercross 2,$8.91,$10.47,Racing
67875,Playstation 4,Monster Energy Supercross 3,$13.71,$19.56,Racing
1563580,Playstation 4,Monster Energy Supercross 4,$16.16,$23.06,Racing
2121640,Playstation 4,Monster Harvest,$20.06,$23.07,Simulation
44949,Playstation 4,Monster Hunter: World,$7.31,$7.52,Action & Adventure
63592,Playstation 4,Monster Hunter: World Iceborne Master Edition,$16.50,$24.59,Action & Adventure
63609,Playstation 4,Monster Hunter: World Iceborne Master Edition [Deluxe],$19.56,$22.47,Action & Adventure
2157953,Playstation 4,Monster Hunter: World Iceborne [Deluxe Edition],$30.10,$34.61,Action & Adventure
44952,Playstation 4,Monster Hunter: World [Collector's Edition],$127.29,$157.50,Action & Adventure
59657,Playstation 4,Monster Jam Steel Titans,$9.11,$13.23,Racing
1450433,Playstation 4,Monster Jam Steel Titans 2,$15.71,$17.71,Racing
59659,Playstation 4,Monster Jam Steel Titans [Collector's Edition],$44.68,$51.30,Racing
37407,Playstation 4,Monster Jam: Crush It,$10.83,$13.98,Racing
1344796,Playstation 4,Monster Truck Championship,$17.78,$22.49,Racing
2250607,Playstation 4,Monster Viator,$45.11,$51.88,RPG
52170,Playstation 4,Monstrum,$20.50,$27.62,Action & Adventure
50762,Playstation 4,Moonlighter,$8.95,$13.93,Action & Adventure
58275,Playstation 4,Mortal Kombat 11,$11.25,$12.35,Fighting
73559,Playstation 4,Mortal Kombat 11 Aftermath Kollection,$19.88,$20.00,Fighting
1450376,Playstation 4,Mortal Kombat 11 Ultimate,$28.99,$36.95,Fighting
58286,Playstation 4,Mortal Kombat 11 [Kollector's Edition],$258.59,$297.37,Fighting
58276,Playstation 4,Mortal Kombat 11 [Premium Edition],$20.50,$24.25,Fighting
35677,Playstation 4,Mortal Kombat X,$6.00,$8.97,Fighting
35680,Playstation 4,Mortal Kombat X [Kollector's Edition Amazon Exclusive],$132.73,$152.64,Fighting
35678,Playstation 4,Mortal Kombat X [Kollector's Edition],$39.47,$42.99,Fighting
1453702,Playstation 4,Mortal Kombat X [PlayStation Hits],$12.61,$14.50,Fighting
36461,Playstation 4,Mortal Kombat XL,$10.89,$11.90,Fighting
200122,Playstation 4,Mortal Shell,$17.49,$18.20,RPG
47003,Playstation 4,Moss,$54.93,$59.21,Action & Adventure
162075,Playstation 4,Mother Russia Bleeds,$19.99,$19.99,Action & Adventure
162072,Playstation 4,Mother Russia Bleeds [Limited Run],$43.47,$49.99,Action & Adventure
50069,Playstation 4,Mothergunship,$10.79,$12.99,Action & Adventure
37229,Playstation 4,Moto Racer 4,$14.10,$16.97,Racing
35273,Playstation 4,MotoGP 14,$10.25,$10.85,Racing
37937,Playstation 4,MotoGP 17,$8.60,$9.26,Racing
58612,Playstation 4,MotoGP 19,$18.06,$18.48,Racing
70914,Playstation 4,MotoGP 20,$27.52,$31.95,Racing
35461,Playstation 4,Motorcycle Club,$9.51,$9.99,Racing
2261505,Playstation 4,Move Motion Controller 2 Pack,$46.50,$59.49,Controllers
71012,Playstation 4,Moving Out,$13.38,$21.87,Arcade
40391,Playstation 4,MudRunner,$12.04,$12.98,Racing
52666,Playstation 4,MudRunner American Wilds,$10.29,$11.63,Racing
34924,Playstation 4,Murdered: Soul Suspect,$9.41,$10.47,Action & Adventure
50717,Playstation 4,Musynx,$23.78,$27.35,Action & Adventure
52702,Playstation 4,Mutant Football League Dynasty Edition,$10.37,$12.93,Football
37728,Playstation 4,Mutant Mudds Deluxe,$12.99,$13.62,Platformer
37729,Playstation 4,Mutant Mudds Super Challenge,$10.49,$11.00,Platformer
62446,Playstation 4,Mutant Year Zero: Road to Eden,$11.36,$11.47,Action & Adventure
1341440,Playstation 4,My Friend Pedro,$34.84,$40.00,Third Person Shooter
2154876,Playstation 4,My Friend Pedro [Special Reserve],,,Action & Adventure
2594658,Playstation 4,My Friend Peppa Pig,$28.56,$30.76,Action & Adventure
52680,Playstation 4,My Hero One's Justice,$13.20,$13.43,Fighting
69023,Playstation 4,My Hero One's Justice 2,$17.35,$18.45,Fighting
69026,Playstation 4,My Hero One's Justice 2 [Collector's Edition],$50.30,$55.24,Fighting
53732,Playstation 4,My Riding Stables: Life with Horses,$11.85,$12.00,Simulation
58397,Playstation 4,My Time at Portia,$11.50,$13.22,Simulation
593894,Playstation 4,My Universe Cooking Star Restaurant,$13.50,$15.50,Simulation
593896,Playstation 4,My Universe Fashion Boutique,$8.38,$12.51,Simulation
593898,Playstation 4,My Universe My Baby,$6.99,$21.37,Simulation
593900,Playstation 4,My Universe School Teacher,$19.65,$20.00,Simulation
1893506,Playstation 4,My Universe: Pet Clinic: Cats & Dogs,$19.99,$24.64,Simulation
37173,Playstation 4,Mystery Chronicle One Way Heroics,$15.99,$26.34,Action & Adventure
155361,Playstation 4,Mystik Belle,$61.48,$68.33,Action & Adventure
46465,Playstation 4,N++,$24.76,$28.46,Action & Adventure
2708627,Playstation 4,NASCAR 21: Ignition,$42.85,$46.15,Racing
2708629,Playstation 4,NASCAR 21: Ignition [Champions Edition],$64.28,$69.22,Racing
39623,Playstation 4,NASCAR Heat 2,$7.90,$9.40,Racing
50194,Playstation 4,NASCAR Heat 3,$9.52,$17.95,Racing
67235,Playstation 4,NASCAR Heat 4,$5.45,$9.89,Racing
90988,Playstation 4,NASCAR Heat 5,$9.95,$11.01,Racing
90987,Playstation 4,NASCAR Heat 5 [Gold Edition],$31.00,$31.00,Racing
36951,Playstation 4,NASCAR Heat Evolution,$7.92,$9.60,Racing
52152,Playstation 4,NBA 2K Playgrounds 2,$6.80,$13.49,Basketball
34538,Playstation 4,NBA 2K14,$4.62,$4.85,Basketball
35139,Playstation 4,NBA 2K15,$3.35,$3.56,Basketball
36012,Playstation 4,NBA 2K16,$4.11,$6.23,Basketball
36016,Playstation 4,NBA 2K16 [Michael Jordan Special Edition],$15.00,$15.57,Basketball
36926,Playstation 4,NBA 2K17,$4.69,$4.83,Basketball
36930,Playstation 4,NBA 2K17 [Legend Edition Gold],$14.99,$15.74,Basketball
36929,Playstation 4,NBA 2K17 [Legend Edition],$13.86,$14.09,Basketball
39635,Playstation 4,NBA 2K18,$2.65,$3.83,Basketball
39639,Playstation 4,NBA 2K18 [Legend Edition Gold],$11.99,$12.50,Basketball
39636,Playstation 4,NBA 2K18 [Legend Edition],$5.95,$7.72,Basketball
50190,Playstation 4,NBA 2K19,$1.72,$4.45,Basketball
50191,Playstation 4,NBA 2K19 20th Anniversary Edition,$9.93,$31.00,Basketball
63603,Playstation 4,NBA 2K20,$6.49,$7.00,Basketball
63604,Playstation 4,NBA 2K20 [Legend Edition],$14.65,$16.46,Basketball
155163,Playstation 4,NBA 2K21,$6.38,$12.43,Basketball
155164,Playstation 4,NBA 2K21 [Mamba Forever Edition],$21.20,$30.00,Basketball
2392899,Playstation 4,NBA 2K22,$40.81,$43.75,Basketball
2392905,Playstation 4,NBA 2K22 [75th Anniversary Edition],$47.66,$48.20,Basketball
34595,Playstation 4,NBA Live 14,$4.01,$4.62,Basketball
35240,Playstation 4,NBA Live 15,$3.49,$5.63,Basketball
36077,Playstation 4,NBA Live 16,$6.34,$6.50,Basketball
39626,Playstation 4,NBA Live 18,$4.56,$6.14,Basketball
50179,Playstation 4,NBA Live 19,$10.60,$11.05,Basketball
2164931,Playstation 4,NEO: The World Ends With You,$33.21,$35.71,RPG
2583365,Playstation 4,NERF Legends,$35.71,$38.45,Third Person Shooter
57263,Playstation 4,NERO Nothing Ever Remains Obscure,$30.99,$44.00,Action & Adventure
35042,Playstation 4,NHL 15,$3.55,$4.64,Sports
35048,Playstation 4,NHL 15 [Ultimate Edition],$3.69,$6.01,Sports
35975,Playstation 4,NHL 16,$2.89,$3.95,Sports
35978,Playstation 4,NHL 16 Deluxe Edition,$5.00,$11.73,Sports
36900,Playstation 4,NHL 17,$4.03,$4.38,Sports
36902,Playstation 4,NHL 17 Deluxe Edition,$5.55,$21.27,Sports
39627,Playstation 4,NHL 18,$4.39,$5.07,Sports
50184,Playstation 4,NHL 19,$4.28,$5.21,Sports
65343,Playstation 4,NHL 20,$5.31,$6.26,Sports
161651,Playstation 4,NHL 21,$7.20,$9.95,Sports
161652,Playstation 4,NHL 21 [Great Eight Edition],$7.88,$22.69,Sports
2583358,Playstation 4,NHL 22,$42.85,$57.94,Sports
91085,Playstation 4,Narcos: Rise of the Cartels,$6.87,$8.99,Action & Adventure
54427,Playstation 4,Narcosis,$31.05,$45.00,Action & Adventure
55875,Playstation 4,Narcosis [Collector's Edition],$60.87,$70.00,Action & Adventure
36432,Playstation 4,Naruto Shippuden Ultimate Ninja Storm 4,$12.00,$12.44,Fighting
37244,Playstation 4,Naruto Shippuden Ultimate Ninja Storm 4 Road to Boruto,$14.50,$14.99,Fighting
38638,Playstation 4,Naruto Shippuden: Ultimate Ninja Storm Legacy,$62.19,$120.24,Fighting
50132,Playstation 4,Naruto to Boruto: Shinobi Striker,$11.91,$14.52,Action & Adventure
35103,Playstation 4,Natural Doctrine,$12.63,$13.31,RPG
38524,Playstation 4,Natural Doctrine [Collector's Edition],$69.57,$80.01,RPG
2619765,Playstation 4,Necromunda: Hired Gun,$21.42,$23.07,Action & Adventure
72814,Playstation 4,Need For Speed Rivals [Playstation Hits],$8.17,$10.71,Racing
36222,Playstation 4,Need for Speed,$6.17,$7.67,Racing
36224,Playstation 4,Need for Speed Deluxe Edition,$15.41,$15.99,Racing
65508,Playstation 4,Need for Speed Heat,$12.80,$18.59,Racing
65509,Playstation 4,Need for Speed Heat [Deluxe Edition],,,Racing
40474,Playstation 4,Need for Speed Payback,$9.91,$9.99,Racing
40452,Playstation 4,Need for Speed Payback [Deluxe Edition],$10.51,$16.63,Racing
34542,Playstation 4,Need for Speed Rivals,$9.85,$9.99,Action & Adventure
35194,Playstation 4,Need for Speed Rivals [Complete Edition],$10.20,$12.46,Racing
68888,Playstation 4,Need for Speed [Playstation Hits],$8.00,$8.00,Racing
185825,Playstation 4,Need for Speed: Hot Pursuit Remastered,$10.50,$15.49,Racing
58116,Playstation 4,Nelke & The Legendary Alchemists: Ateliers of the New World,$20.99,$59.99,RPG
58157,Playstation 4,Nelke & The Legendary Alchemists: Ateliers of the New World [Limited Edition],$77.84,$83.82,RPG
601424,Playstation 4,Neon City Riders,$23.25,$28.81,Action & Adventure
58433,Playstation 4,Neonwall,$20.04,$20.80,Puzzle
1450398,Playstation 4,Neptunia Virtual Stars,$23.99,$42.58,RPG
2708634,Playstation 4,Neptunia X Senran Kagura: Ninja Wars,$38.45,$42.00,RPG
2740950,Playstation 4,Neptunia x Senran Kagura: Ninja Wars [Limited Edition],,,Action & Adventure
39941,Playstation 4,Neuro Voider,$19.28,$24.99,Action & Adventure
352967,Playstation 4,Neverending Nightmares,$26.96,$31.00,Horror
66881,Playstation 4,Neverwinter Nights Enhanced Edition,$13.99,$14.99,RPG
70969,Playstation 4,Neverwinter Nights Enhanced Edition [Collector's Pack],,,RPG
47005,Playstation 4,New Gundam Breaker,$8.28,$10.47,Action & Adventure
802501,Playstation 4,New Super Lucky's Tale,$17.20,$18.45,Platformer
42292,Playstation 4,Nex Machina,$40.00,$49.85,Shoot'em Up
42293,Playstation 4,Nex Machina Collector's Edition,$60.86,$69.99,Action & Adventure
152952,Playstation 4,Nexomon: Extinction,$22.40,$23.48,RPG
45688,Playstation 4,Ni no Kuni II Revenant Kingdom,$10.21,$10.81,RPG
45689,Playstation 4,Ni no Kuni II Revenant Kingdom [Collector's Edition],$6.25,$44.93,RPG
45690,Playstation 4,Ni no Kuni II Revenant Kingdom [Premium Edition],$13.39,$13.65,RPG
63895,Playstation 4,Ni no Kuni: Wrath of the White Witch,$12.00,$13.77,RPG
2543109,Playstation 4,Nickelodeon All Star Brawl,$35.71,$40.00,Fighting
52672,Playstation 4,Nickelodeon Kart Racers,$12.07,$12.99,Racing
161172,Playstation 4,Nickelodeon Kart Racers 2: Grand Prix,$21.87,$22.73,Racing
1935100,Playstation 4,NieR Replicant Ver.1.22474487139,$35.50,$38.33,RPG
37307,Playstation 4,Nier Automata,$9.37,$14.97,RPG
37525,Playstation 4,Nier Automata [Collector's Edition],$544.00,$640.00,RPG
54987,Playstation 4,Nier Automata [Game of the Yorha Edition],$26.99,$31.04,Action & Adventure
1750250,Playstation 4,Nier Replicant Ver. 1.22474487139 [White Snow Edition],$229.99,$255.42,Action & Adventure
2254386,Playstation 4,Nier Replicant ver.1.22474487139 [Lunar Tear Edition],,,Action & Adventure
39936,Playstation 4,Night Trap,$46.73,$46.95,Action & Adventure
747597,Playstation 4,Night Trap [32X Variant],$48.69,$55.99,Action & Adventure
39937,Playstation 4,Night Trap [Collector's Edition],$65.71,$74.40,Action & Adventure
36512,Playstation 4,Nights of Azure,$29.34,$37.50,RPG
40334,Playstation 4,Nights of Azure 2: Bride of the New Moon,$24.75,$24.93,Action & Adventure
40453,Playstation 4,Nights of Azure 2: Bride of the New Moon [Limited Edition],$39.99,$39.99,Action & Adventure
37926,Playstation 4,Nights of Azure Limited Edition,$117.85,$143.03,RPG
2290755,Playstation 4,Ninja Gaiden Master Collection,$40.84,$43.99,Action & Adventure
65258,Playstation 4,Ninja Saviors: Return of the Warriors,$22.97,$25.00,Beat'em Up
37248,Playstation 4,Nioh,$7.25,$8.31,Action & Adventure
69020,Playstation 4,Nioh 2,$9.99,$10.00,Action & Adventure
69021,Playstation 4,Nioh 2 [Special Edition],$21.99,$23.80,Action & Adventure
36373,Playstation 4,Nitroplus Blasterz: Heroines Infinite Duel,$15.08,$17.44,Fighting
76486,Playstation 4,No Heroes Allowed! VR,$12.00,$12.00,Strategy
36788,Playstation 4,No Man's Sky,$17.34,$18.52,Action & Adventure
36787,Playstation 4,No Man's Sky [Limited Edition],$26.78,$43.02,Action & Adventure
70980,Playstation 4,No Man’s Sky: Beyond,$19.36,$29.79,Action & Adventure
152969,Playstation 4,No Straight Roads,$18.95,$22.99,Action & Adventure
37067,Playstation 4,Nobunaga's Ambition Sphere of Influence [Ascension],$11.99,$13.80,Strategy
35940,Playstation 4,Nobunaga's Ambition: Sphere of Influence,$12.59,$14.44,Action & Adventure
46956,Playstation 4,Nobunaga's Ambition: Taishi,$8.99,$12.99,Action & Adventure
66967,Playstation 4,Northgard,$13.05,$15.14,Strategy
37726,Playstation 4,Nova-111,$12.66,$14.63,Other
50731,Playstation 4,Observer,$20.00,$55.14,Action & Adventure
2245535,Playstation 4,Observer: System Redux,$20.86,$22.99,Action & Adventure
39640,Playstation 4,Oceanhorn,$29.99,$35.99,Action & Adventure
37163,Playstation 4,Octodad: Dadliest Catch,$50.00,$71.86,Action & Adventure
36650,Playstation 4,Oddworld New 'n Tasty,$143.31,$164.88,Action & Adventure
2084315,Playstation 4,Oddworld: Soulstorm [Collector's Oddition],$166.73,$191.53,Platformer
2084313,Playstation 4,Oddworld: Soulstorm [Day One Oddition],$28.47,$30.55,Platformer
36662,Playstation 4,Odin Sphere Leifthrasir,$29.99,$31.09,Action & Adventure
36660,Playstation 4,Odin Sphere Leifthrasir Storybook Edition,$46.82,$95.00,Action & Adventure
2189254,Playstation 4,OffRoad Racing,$19.06,$20.02,Racing
42306,Playstation 4,Okami HD,$16.14,$16.49,Action & Adventure
36730,Playstation 4,OlliOlli Epic Combo Edition,$15.99,$17.99,Extreme Sports
2153227,Playstation 4,Omega Labyrinth Z,$32.17,$37.00,RPG
35704,Playstation 4,Omega Quintet,$18.35,$18.99,RPG
37276,Playstation 4,Omega Quintet Limited Edition,$69.05,$83.75,RPG
53762,Playstation 4,Omen of Sorrow,$12.72,$15.00,Fighting
52190,Playstation 4,One More Dungeon,$30.86,$35.42,Action & Adventure
36640,Playstation 4,One Piece Burning Blood,$11.86,$15.46,Fighting
36641,Playstation 4,One Piece Burning Blood Marineford Edition,$14.99,$19.99,Fighting
35886,Playstation 4,One Piece: Pirate Warriors 3,$15.35,$16.41,Action & Adventure
69348,Playstation 4,One Piece: Pirate Warriors 4,$15.29,$24.53,Fighting
57975,Playstation 4,One Piece: World Seeker,$15.46,$16.41,Action & Adventure
68869,Playstation 4,One Punch Man: A Hero Nobody Knows,$14.47,$16.76,Action & Adventure
35820,Playstation 4,Onechanbara Z2: Chaos Banana Split Edition,$32.42,$43.00,Action & Adventure
2656517,Playstation 4,Onechanbara ZII: Chaos,$40.83,$47.80,Action & Adventure
71826,Playstation 4,Oniken + Odallus Collection,$78.25,$89.99,Action & Adventure
53959,Playstation 4,Onimusha Warlords,$14.00,$18.49,Action & Adventure
46954,Playstation 4,Onrush,$8.09,$12.53,Racing
2075704,Playstation 4,Open Country,$16.42,$18.38,Sports
50140,Playstation 4,Operation Warcade,$10.74,$11.00,Action & Adventure
46440,Playstation 4,Organ Trail,$30.43,$35.00,Action & Adventure
58549,Playstation 4,Our World is Ended,$12.70,$15.12,Visual Novel
65430,Playstation 4,Our World is Ended [Day One],$10.35,$10.50,Visual Novel
40492,Playstation 4,Outcast: Second Contact,$8.25,$9.87,Action & Adventure
156495,Playstation 4,Outer Wilds,$27.00,$61.84,Action & Adventure
1108180,Playstation 4,Outer Wilds [Explorers Edition],$108.31,$122.49,Action & Adventure
1108181,Playstation 4,Outer Wilds [Soundtrack Bundle],,,Action & Adventure
37421,Playstation 4,Outlast Trinity,$18.00,$29.99,Action & Adventure
1915688,Playstation 4,Outriders,$15.69,$17.45,Action & Adventure
58102,Playstation 4,Outward,$31.68,$32.43,RPG
91497,Playstation 4,Overcooked + Overcooked 2,$15.49,$17.81,Party
49617,Playstation 4,Overcooked 2,$13.07,$15.50,Puzzle
38619,Playstation 4,Overcooked Gourmet Edition,$12.04,$14.29,Simulation
2368456,Playstation 4,Overcooked: All You Can Eat,$15.83,$20.24,Compilation
593902,Playstation 4,Overpass,$14.00,$17.19,Racing
1417314,Playstation 4,Override 2: Super Mech League [Ultraman Deluxe Edition],$9.36,$9.47,Action & Adventure
53842,Playstation 4,Override Mech City Brawl,$4.76,$5.47,Fighting
36633,Playstation 4,Overwatch Origins Edition,$12.01,$12.65,FPS
36631,Playstation 4,Overwatch [Collector's Edition],$67.55,$83.00,FPS
42342,Playstation 4,Overwatch [Game of the Year],$12.93,$14.20,FPS
55720,Playstation 4,Overwatch [Legendary Edition],$13.41,$14.16,FPS
46489,Playstation 4,Owlboy,$10.55,$12.10,Action & Adventure
52179,Playstation 4,Owlboy Limited Edition,$27.94,$31.66,Action & Adventure
37458,Playstation 4,Oxenfree,$56.75,$56.75,Action & Adventure
2290981,Playstation 4,PAW Patrol The Movie: Adventure City Calls,$20.05,$24.38,Platformer
144764,Playstation 4,PGA Tour 2K21,$10.00,$14.99,Golf
2736744,Playstation 4,PJ Masks: Heroes of the Night,,,Platformer
37092,Playstation 4,Pac-Man Championship Edition 2 + Arcade Game Series,$9.29,$11.94,Arcade
37465,Playstation 4,Pang Adventures,$18.90,$21.68,Action & Adventure
2511818,Playstation 4,Panzer Dragoon,$35.16,$35.33,Action & Adventure
2512413,Playstation 4,Panzer Dragoon [Classic Edition],$120.48,$138.55,Action & Adventure
1925872,Playstation 4,Paper Beast,$42.14,$48.46,Simulation
2252886,Playstation 4,Paper Beast [Collector's Edition],,,Puzzle
36658,Playstation 4,Paragon Essentials Edition,$7.96,$10.69,RPG
43492,Playstation 4,Paranormal Activity: The Lost Soul,$21.92,$28.99,Action & Adventure
52192,Playstation 4,Parappa the Rapper,$25.00,$31.79,Music
45084,Playstation 4,Past Cure,$9.00,$9.99,Action & Adventure
144761,Playstation 4,Pathfinder: Kingmaker,$19.77,$23.99,Action & Adventure
52668,Playstation 4,Paw Patrol on a Roll,$13.70,$15.00,Action & Adventure
185822,Playstation 4,Paw Patrol: Mighty Pups Save Adventure Bay,$16.76,$18.56,Action & Adventure
70990,Playstation 4,Pawarumi [Limited Edition],$52.17,$60.00,Shoot'em Up
36988,Playstation 4,Payday 2 The Big Score,$12.89,$14.97,FPS
35785,Playstation 4,Payday 2: Crimewave,$10.21,$11.58,FPS
1313912,Playstation 4,Peaky Blinders Mastermind,$16.57,$17.03,Action & Adventure
65063,Playstation 4,Penguin Wars,$10.00,$12.10,Arcade
65039,Playstation 4,Penguin Wars [Launch Edition],$17.86,$20.54,Arcade
63117,Playstation 4,Penn & Teller VR: Frankly Unfair Unkind Unnecessary & Underhanded,$19.85,$21.39,Other
53827,Playstation 4,Persona 3: Dancing in Moonlight,$14.12,$17.49,Music
37378,Playstation 4,Persona 5,$10.93,$10.98,RPG
72114,Playstation 4,Persona 5 Royal,$25.40,$26.99,RPG
69466,Playstation 4,Persona 5 Royal [Phantom Thieves Edition],$119.95,$133.75,RPG
69470,Playstation 4,Persona 5 Royal [Steelbook Edition],$36.00,$41.98,RPG
1344833,Playstation 4,Persona 5 Strikers,$22.69,$25.00,Action & Adventure
2189402,Playstation 4,Persona 5 Strikers [Steelbook Edition],$57.86,$81.00,Action & Adventure
37381,Playstation 4,Persona 5 Take Your Heart [Premium Edition],$93.50,$100.39,RPG
82656,Playstation 4,Persona 5 [Playstation Hits],$11.16,$11.69,RPG
37380,Playstation 4,Persona 5 [Steelbook Edition],$20.97,$29.27,RPG
53826,Playstation 4,Persona 5: Dancing in Starlight,$28.99,$39.07,Music
53828,Playstation 4,Persona Dancing: Endless Night Collection,$38.75,$43.15,Music
50740,Playstation 4,Phantom Breaker Battlegrounds Overdrive,$30.36,$34.99,Action & Adventure
50741,Playstation 4,Phantom Breaker Battlegrounds Overdrive Collector's Edition,$42.13,$48.45,Action & Adventure
39955,Playstation 4,Pharaonic Deluxe Edition,$6.99,$7.84,Action & Adventure
