id,console-name,product-name,loose-price,cib-price,genre
81200,Playstation 4,Dungeon of The Endless,$18.60,$21.45,RPG
2073066,Playstation 4,Dungeons & Dragons: Dark Alliance,$22.60,$23.00,RPG
2073069,Playstation 4,Dungeons & Dragons: Dark Alliance [GameStop Steelbook Edition],,,RPG
36636,Playstation 4,Dungeons II,$5.83,$7.85,Action & Adventure
40279,Playstation 4,Dungeons III,$8.36,$12.70,RPG
222498,Playstation 4,Dungreed,$21.42,$24.63,Action & Adventure
67619,Playstation 4,Dusk Diver [Day One Edition],$18.00,$25.99,Beat'em Up
35471,Playstation 4,Dying Light,$11.98,$14.00,FPS
36489,Playstation 4,Dying Light The Following Enhanced Edition,$15.41,$17.31,Action & Adventure
161696,Playstation 4,Dying Light The Following Enhanced Edition [Playstation Hits],,,Action & Adventure
771460,Playstation 4,Dying Light [Anniversary Edition],$17.99,$19.99,Action & Adventure
35571,Playstation 4,Dynasty Warriors 8: Empires,$16.39,$20.42,Action & Adventure
35065,Playstation 4,Dynasty Warriors 8: Xtreme Legends [Complete Edition],$12.27,$16.90,Action & Adventure
45052,Playstation 4,Dynasty Warriors 9,$15.37,$15.58,Action & Adventure
37002,Playstation 4,EVE Valkyrie VR,$10.56,$11.99,Action & Adventure
40547,Playstation 4,Eagle Flight VR,$12.90,$13.97,Simulation
58345,Playstation 4,Earth Atlantis,$56.25,$64.69,Shoot'em Up
36327,Playstation 4,Earth Defense Force 4.1: The Shadow of New Despair,$9.46,$9.94,Action & Adventure
161694,Playstation 4,Earth Defense Force 5,$25.00,$25.21,Third Person Shooter
37086,Playstation 4,Earth's Dawn,$11.00,$15.93,Action & Adventure
1920724,Playstation 4,EarthNight,$25.00,$28.75,Action & Adventure
47062,Playstation 4,Earthfall Deluxe Edition,$8.99,$11.18,Action & Adventure
37567,Playstation 4,Earthlock Festival of Magic,$22.50,$31.01,RPG
156172,Playstation 4,Effie,$31.77,$33.15,Action & Adventure
36810,Playstation 4,Elder Scrolls Online Gold Edition,$7.85,$11.72,RPG
58606,Playstation 4,Elder Scrolls Online: Elsweyr,$8.95,$9.98,RPG
37733,Playstation 4,Elder Scrolls Online: Morrowind,$4.47,$4.86,RPG
37750,Playstation 4,Elder Scrolls Online: Morrowind [Collector's Edition],$57.04,$70.00,RPG
46948,Playstation 4,Elder Scrolls Online: Summerset,$4.31,$5.21,RPG
46949,Playstation 4,Elder Scrolls Online: Summerset [Collector's Edition],$23.84,$40.00,RPG
35769,Playstation 4,Elder Scrolls Online: Tamriel Unlimited,$3.49,$3.57,RPG
36397,Playstation 4,Elder Scrolls Online: Tamriel Unlimited [Imperial Edition],$30.00,$49.99,RPG
37077,Playstation 4,Elder Scrolls V: Skyrim Special Edition,$14.97,$16.00,RPG
40522,Playstation 4,Elder Scrolls V: Skyrim VR,$12.82,$13.58,RPG
105342,Playstation 4,Elder Scrolls V: Skyrim VR [Not For Resale],$17.83,$19.98,Demo & NFR
52011,Playstation 4,Elder Scrolls V: Skyrim [Dragonborn Bundle],$32.57,$35.28,RPG
2252786,Playstation 4,Electronic Super Joy II,$14.28,$15.38,Platformer
40287,Playstation 4,Elex,$12.25,$12.48,Action & Adventure
53922,Playstation 4,Elex [Collector's Edition],$33.92,$35.02,Action & Adventure
37832,Playstation 4,Elite Dangerous Legendary Edition,$23.92,$27.41,Action & Adventure
67022,Playstation 4,Elliot Quest,$20.73,$21.49,Action & Adventure
2513863,Playstation 4,Embr: Uber Firefighters,$14.28,$15.38,Simulation
2511597,Playstation 4,Empire of Angels IV [Limited Edition],,,RPG
403785,Playstation 4,Empire of Sin,$18.02,$22.73,Strategy
55740,Playstation 4,Enter The Gungeon [Special Reserve],$26.26,$30.00,Arcade
54395,Playstation 4,Enter the Gungeon,$26.96,$31.00,Action & Adventure
2158400,Playstation 4,Erica,$46.42,$51.92,Action & Adventure
186043,Playstation 4,Escape Game Fort Boyard,$11.37,$13.01,Puzzle
50695,Playstation 4,Escape Goat 2,$16.50,$17.80,Action & Adventure
37412,Playstation 4,Ether One,$14.96,$29.49,Action & Adventure
57996,Playstation 4,Everspace,$11.21,$12.89,Shoot'em Up
68881,Playstation 4,Everspace [Galactic Edition],$13.50,$59.99,Shoot'em Up
39060,Playstation 4,Everybody's Golf,$9.90,$10.04,Golf
58441,Playstation 4,Everybody's Golf VR,$10.00,$12.99,Golf
35552,Playstation 4,Evolve,$4.83,$5.80,Action & Adventure
36218,Playstation 4,Evolve: Ultimate Edition,$8.87,$11.46,Action & Adventure
50736,Playstation 4,Exile's End,$28.35,$32.60,Other
37032,Playstation 4,Exist Archive: The Other Side of the Sky,$11.06,$14.72,RPG
45725,Playstation 4,Extinction,$5.50,$7.99,Action & Adventure
45726,Playstation 4,Extinction Deluxe Edition,$5.50,$9.62,Action & Adventure
35819,Playstation 4,F1 2015,$11.88,$11.95,Racing
36754,Playstation 4,F1 2016,$10.93,$13.86,Racing
38636,Playstation 4,F1 2017,$9.54,$14.04,Racing
50231,Playstation 4,F1 2018,$9.22,$12.65,Racing
59733,Playstation 4,F1 2019 [Legends Edition],$18.77,$22.62,Racing
59732,Playstation 4,F1 2019: Anniversary Edition,$12.16,$23.00,Racing
90993,Playstation 4,F1 2020,$26.64,$26.97,Racing
90995,Playstation 4,F1 2020 [Deluxe Schumacher Edition],$41.99,$41.99,Racing
2164935,Playstation 4,F1 2021,$33.02,$39.95,Racing
34529,Playstation 4,FIFA 14,$2.24,$3.32,Soccer
35067,Playstation 4,FIFA 15,$4.35,$4.81,Soccer
35074,Playstation 4,FIFA 15 [Ultimate Edition],$4.02,$10.00,Soccer
36001,Playstation 4,FIFA 16,$2.32,$3.03,Soccer
36005,Playstation 4,FIFA 16 [Deluxe Edition],$4.22,$5.29,Soccer
36952,Playstation 4,FIFA 17,$3.50,$3.96,Soccer
36957,Playstation 4,FIFA 17 [Deluxe Edition],$4.99,$35.44,Soccer
39924,Playstation 4,FIFA 18,$3.39,$4.22,Soccer
2730879,Playstation 4,FIFA 18 World Cup Edition,,,Soccer
39928,Playstation 4,FIFA 18 [Ronaldo Edition],$3.78,$18.73,Soccer
50748,Playstation 4,FIFA 19,$3.47,$6.52,Soccer
161907,Playstation 4,FIFA 19 & NHL 19,$5.48,$6.30,Sports
50749,Playstation 4,FIFA 19 [Champions Edition],$7.72,$13.26,Soccer
63932,Playstation 4,FIFA 20,$4.82,$7.99,Soccer
63935,Playstation 4,FIFA 20 [Champions Edition],$8.99,$34.49,Soccer
161184,Playstation 4,FIFA 21,$10.10,$14.50,Soccer
161185,Playstation 4,FIFA 21 [Champions Edition],$12.50,$14.99,Soccer
161186,Playstation 4,FIFA 21 [Ultimate Edition],$17.69,$18.25,Soccer
2594460,Playstation 4,FIFA 22,$39.68,$42.00,Soccer
45173,Playstation 4,Factotum 90,$12.44,$15.02,Action & Adventure
58293,Playstation 4,Fade to Silence,$10.99,$11.01,Action & Adventure
37596,Playstation 4,Fairy Fencer F Advent Dark Force,$35.98,$52.03,RPG
37927,Playstation 4,Fairy Fencer F Advent Dark Force Collector's Edition,$69.56,$79.99,RPG
105334,Playstation 4,Fairy Tail,$44.77,$52.68,Action & Adventure
63674,Playstation 4,Fall Of Light [Darkest Edition],$20.24,$21.81,Action & Adventure
1321365,Playstation 4,Fallen Legion Revenants,$23.97,$25.92,RPG
1341439,Playstation 4,Fallen Legion Revenants [Exemplary Edition],$67.86,$73.08,RPG
91014,Playstation 4,Fallen Legion: Flames of Rebellion,$40.13,$46.15,Action & Adventure
46466,Playstation 4,Fallen Legion: Sins of an Empire,$23.17,$26.65,Action & Adventure
36249,Playstation 4,Fallout 4,$4.10,$5.99,Action & Adventure
36251,Playstation 4,Fallout 4 Pip-Boy Edition,$33.50,$44.53,Action & Adventure
39919,Playstation 4,Fallout 4 [Game of the Year Pip-Boy Edition],$89.00,$89.00,Action & Adventure
39917,Playstation 4,Fallout 4 [Game of the Year],$13.94,$14.07,Action & Adventure
53744,Playstation 4,Fallout 76,$5.13,$6.02,RPG
53746,Playstation 4,Fallout 76 [Power Armor Edition],$113.03,$129.99,RPG
53745,Playstation 4,Fallout 76 [Tricentennial Edition],$6.81,$11.99,RPG
2183448,Playstation 4,Fallout 76 [Walmart Steelbook Edition],$5.00,$5.00,FPS
1817593,Playstation 4,Family Feud,$13.50,$14.89,Other
58307,Playstation 4,Far Cry 3 [Classic Edition],$10.00,$15.05,FPS
35343,Playstation 4,Far Cry 4,$7.83,$8.89,FPS
35927,Playstation 4,Far Cry 4 [Complete Edition],$8.11,$12.11,FPS
35349,Playstation 4,Far Cry 4 [Kyrat Edition],$21.56,$33.37,FPS
35539,Playstation 4,Far Cry 4 [Limited Edition],$5.87,$7.69,FPS
2202481,Playstation 4,Far Cry 4 [Walmart Edition],$2.51,$2.89,FPS
45695,Playstation 4,Far Cry 5,$11.24,$12.28,Action & Adventure
45697,Playstation 4,Far Cry 5 [Deluxe Edition],$12.96,$14.99,Action & Adventure
45696,Playstation 4,Far Cry 5 [Gold Edition],$19.60,$35.82,Action & Adventure
2573489,Playstation 4,Far Cry 6,$46.97,$48.75,Action & Adventure
2573492,Playstation 4,Far Cry 6 [Gold Edition Steelbook],$78.49,$84.53,Action & Adventure
36444,Playstation 4,Far Cry Primal,$9.59,$10.43,FPS
36445,Playstation 4,Far Cry Primal [Deluxe Edition],$27.45,$30.38,FPS
54489,Playstation 4,Far Cry: New Dawn,$7.54,$9.34,Action & Adventure
35749,Playstation 4,Farming Simulator 15,$7.28,$7.91,Simulation
37060,Playstation 4,Farming Simulator 17,$7.22,$8.53,Simulation
40484,Playstation 4,Farming Simulator 17 Platinum Edition,$9.89,$11.41,Simulation
53768,Playstation 4,Farming Simulator 19,$12.28,$14.27,Simulation
37584,Playstation 4,Farpoint,$8.87,$12.10,Action & Adventure
37585,Playstation 4,Farpoint [Bundle],$73.99,$79.00,Action & Adventure
2762720,Playstation 4,Fast & Furious: Spy Racers - Rise of Sh1ft3r,,,Racing
58005,Playstation 4,Fast Striker,$33.00,$37.95,Shoot'em Up
117485,Playstation 4,Fast and Furious Crossroads,$12.93,$16.13,Racing
2253357,Playstation 4,Fat Princess Adventures,,,Action & Adventure
1951972,Playstation 4,Fatal Fury Battle Archives Vol 2,$66.89,$76.92,Fighting
1935068,Playstation 4,Fatal Fury Battle Archives Volume 2,$35.00,$40.25,Fighting
1935074,Playstation 4,Fatal Fury Battle Archives Volume 2 [Collector's Edition],$42.85,$49.28,Fighting
57979,Playstation 4,Fate/Extella Link,$19.00,$25.00,RPG
57980,Playstation 4,Fate/Extella Link [Fleeting Glory Edition],$53.50,$61.52,RPG
37218,Playstation 4,Fate/Extella: The Umbral Star,$20.45,$24.40,RPG
37220,Playstation 4,Fate/Extella: The Umbral Star [Noble Phantasm Edition],$36.25,$41.50,RPG
1102168,Playstation 4,Fault: Milestone One,$43.57,$50.11,Visual Novel
1708986,Playstation 4,Fell Seal: Arbiter’s Mark,,,RPG
55849,Playstation 4,Fernz Gate,$19.46,$22.26,RPG
2172686,Playstation 4,Fight'N Rage,$37.11,$42.68,Fighting
35625,Playstation 4,Final Fantasy Type-0 HD,$9.66,$10.00,RPG
35626,Playstation 4,Final Fantasy Type-0 HD [Collector's Edition],$28.88,$66.39,RPG
63245,Playstation 4,Final Fantasy VII Remake,$22.29,$23.29,RPG
63243,Playstation 4,Final Fantasy VII Remake [1st Class Edition],$339.64,$368.40,RPG
63244,Playstation 4,Final Fantasy VII Remake [Deluxe Edition],$40.66,$44.00,RPG
72299,Playstation 4,Final Fantasy VII Remake [Walmart Edition],,,RPG
36439,Playstation 4,Final Fantasy X X-2 HD Remaster,$10.97,$13.62,RPG
35710,Playstation 4,Final Fantasy X X-2 HD Remaster [Limited Edition],$39.50,$48.40,RPG
37935,Playstation 4,Final Fantasy XII: The Zodiac Age,$15.10,$18.86,RPG
37948,Playstation 4,Final Fantasy XII: The Zodiac Age [Collector's Edition],$69.19,$91.91,RPG
37947,Playstation 4,Final Fantasy XII: The Zodiac Age [Limited Edition],$38.70,$39.95,RPG
59738,Playstation 4,Final Fantasy XIV Complete Edition,$12.99,$15.00,RPG
37793,Playstation 4,Final Fantasy XIV Online Complete Edition,$18.88,$19.48,RPG
35797,Playstation 4,Final Fantasy XIV Online Complete Experience,$11.30,$12.99,RPG
35800,Playstation 4,Final Fantasy XIV Online: Heavensward,$5.95,$7.63,RPG
36401,Playstation 4,Final Fantasy XIV Online: Heavensward Collector's Edition,$62.50,$139.87,RPG
34809,Playstation 4,Final Fantasy XIV: A Realm Reborn,$7.89,$9.99,RPG
34810,Playstation 4,Final Fantasy XIV: A Realm Reborn [Collector's Edition],$37.78,$45.25,RPG
62318,Playstation 4,Final Fantasy XIV: Shadowbringers,$14.37,$20.34,RPG
37791,Playstation 4,Final Fantasy XIV: Stormblood,$6.98,$7.50,RPG
37792,Playstation 4,Final Fantasy XIV: Stormblood [Collector's Edition],$175.15,$256.71,RPG
37143,Playstation 4,Final Fantasy XV,$5.94,$6.74,RPG
2250751,Playstation 4,Final Fantasy XV [Day One Edition],$3.78,$4.35,RPG
37146,Playstation 4,Final Fantasy XV [Deluxe Edition],$19.02,$19.99,RPG
45105,Playstation 4,Final Fantasy XV [Royal Edition],$11.41,$13.85,RPG
37147,Playstation 4,Final Fantasy XV [Ultimate Collector's Edition],$170.94,$216.00,RPG
52007,Playstation 4,Fire Pro Wrestling World,$17.00,$25.39,Wrestling
53962,Playstation 4,Firefighters Airport Fire Department,$10.73,$11.20,Simulation
53963,Playstation 4,Firefighters The Simulation,$15.54,$18.87,Simulation
50086,Playstation 4,Firewall Zero Hour,$5.46,$9.28,Action & Adventure
50087,Playstation 4,Firewall Zero Hour [Bundle],$55.83,$69.97,Action & Adventure
37216,Playstation 4,Firewatch,$49.32,$116.71,Action & Adventure
50212,Playstation 4,Fishing Sim World,$19.53,$19.99,Simulation
71584,Playstation 4,Fishing Sim World: Pro Tour Collector's Edition,$16.26,$18.10,Sports
51993,Playstation 4,Fist of the North Star: Lost Paradise,$17.68,$25.98,Fighting
2368470,Playstation 4,Five Dates,$20.71,$23.82,Other
1220072,Playstation 4,Five Nights at Freddy's [Core Collection],$21.73,$24.99,Horror
712013,Playstation 4,Five Nights at Freddy’s Help Wanted,$18.99,$29.99,Horror
53773,Playstation 4,Flashback,$11.68,$12.94,Action & Adventure
37383,Playstation 4,Flatout 4 Total Insanity,$15.93,$16.85,Racing
37732,Playstation 4,Flinthook,$21.99,$21.99,Action & Adventure
52157,Playstation 4,Flipping Death,$9.54,$11.48,Action & Adventure
37262,Playstation 4,For Honor,$4.00,$5.62,Action & Adventure
37267,Playstation 4,For Honor Apollyon Collector's Edition,$60.00,$62.39,Action & Adventure
37266,Playstation 4,For Honor Deluxe Edition,$7.99,$27.50,Action & Adventure
37263,Playstation 4,For Honor Gold Edition,$9.66,$34.78,Action & Adventure
52172,Playstation 4,For Honor Marching Fire Edition,$7.37,$8.31,Action & Adventure
58554,Playstation 4,For the King,$15.16,$17.43,RPG
65523,Playstation 4,Forager,$7.50,$10.47,Action & Adventure
2070601,Playstation 4,Foreclosed,$19.09,$20.56,Third Person Shooter
2223712,Playstation 4,Forestry 2017,$20.07,$44.88,Simulation
77972,Playstation 4,Forgotton Anne,$38.94,$44.78,Action & Adventure
63799,Playstation 4,Forma.8,$15.12,$17.39,Platformer
37955,Playstation 4,Fortnite,$73.44,$86.58,Third Person Shooter
85201,Playstation 4,Fortnite [Darkfire Bundle],$17.70,$19.99,Action & Adventure
53728,Playstation 4,Fortnite: Deep Freeze,$19.55,$34.11,Action & Adventure
2755780,Playstation 4,Fortnite: The Last Laugh Bundle,,,Action & Adventure
70428,Playstation 4,Frane: Dragons’ Odyssey,$43.44,$49.96,RPG
1847448,Playstation 4,Freedom Finger,$43.45,$49.99,Shoot'em Up
65097,Playstation 4,Freedom Planet,$39.99,$45.00,Platformer
117480,Playstation 4,Freedom Planet [Deluxe Edition],$51.42,$53.17,Platformer
40275,Playstation 4,Friday the 13th,$9.48,$13.74,Action & Adventure
50764,Playstation 4,Friday the 13th [Ultimate Slasher Collector's Edition],$30.00,$31.04,Action & Adventure
50763,Playstation 4,Friday the 13th [Ultimate Slasher Edition],$11.85,$12.97,Action & Adventure
65549,Playstation 4,Frostpunk: Console Edition,$16.44,$17.49,Strategy
69013,Playstation 4,Fu'un Super Combo,$49.80,$57.27,Arcade
91544,Playstation 4,Fu'un Super Combo [Classic Edition],$104.35,$120.00,Fighting
38068,Playstation 4,Furi,$45.63,$52.47,Action & Adventure
65032,Playstation 4,Furwind [Limited Edition],$20.20,$22.97,Platformer
50704,Playstation 4,Future Unfolding,$19.67,$22.62,Action & Adventure
36652,Playstation 4,Futuridium,$28.23,$36.90,Other
2512342,Playstation 4,G-Darius HD,$21.42,$24.63,Shoot'em Up
161603,Playstation 4,G.I. Joe: Operation Blackout,$10.17,$10.55,Third Person Shooter
2583535,Playstation 4,G.I. Joe: Operation Blackout [Gold Edition],,,Action & Adventure
69433,Playstation 4,GALAK-Z The Void & Skulls of the Shogun Bone-A-Fide Edition Platinum Pack,$6.80,$11.41,Other
161935,Playstation 4,GRID,$12.99,$13.13,Racing
65541,Playstation 4,GRID [Ultimate Edition],$24.38,$26.05,Racing
1082664,Playstation 4,Gal Gunvolt Burst,$36.10,$50.00,Action & Adventure
2253793,Playstation 4,Gal Gunvolt Burst [Collector's Edition],$85.71,$92.31,Action & Adventure
46418,Playstation 4,GalGun 2,$20.27,$21.88,Action & Adventure
47055,Playstation 4,GalGun 2 [Free Hugs Edition],$107.14,$123.21,Action & Adventure
37774,Playstation 4,GalGun: Double Peace,$16.15,$19.73,RPG
44942,Playstation 4,GalGun: Double Peace Mr. Happiness Edition,$89.11,$102.48,RPG
58090,Playstation 4,Game Tengoku CruisinMix Special,$34.00,$34.25,Shoot'em Up
58105,Playstation 4,Game Tengoku CruisinMix Special [Paradise Box],$78.56,$90.34,Shoot'em Up
36288,Playstation 4,Game of Thrones A Telltale Games Series,$17.50,$20.05,Action & Adventure
58077,Playstation 4,Gang Beasts,$13.64,$20.45,Party
747567,Playstation 4,Gang Beasts [iam8bit Edition],,,Fighting
68561,Playstation 4,Garfield Kart: Furious Racing,$16.49,$17.49,Racing
534523,Playstation 4,Garou: Mark of the Wolves,$34.77,$39.99,Fighting
600366,Playstation 4,Garou: Mark of the Wolves [Classic Edition],$70.43,$81.00,Fighting
58032,Playstation 4,Generation Zero,$11.89,$12.00,Action & Adventure
63896,Playstation 4,Generation Zero [Collector's Edition],$42.85,$48.46,FPS
54050,Playstation 4,Genesis Alpha One,$9.99,$9.99,FPS
37099,Playstation 4,Geometry Wars 3: Dimensions Evolved,$4.91,$5.99,Arcade
58228,Playstation 4,Ghost Blade HD,$29.84,$40.31,Shoot'em Up
65035,Playstation 4,Ghost Blade HD [Limited Edition],$43.44,$49.96,Shoot'em Up
58408,Playstation 4,Ghost Giant,$18.00,$20.50,Action & Adventure
69288,Playstation 4,Ghost Parade,$9.97,$15.61,Action & Adventure
64700,Playstation 4,Ghost Recon Breakpoint,$8.07,$9.42,Action & Adventure
64701,Playstation 4,Ghost Recon Breakpoint [Gold Edition],$7.96,$11.50,Action & Adventure
64702,Playstation 4,Ghost Recon Breakpoint [Ultimate Edition],$17.47,$17.47,Action & Adventure
37309,Playstation 4,Ghost Recon Wildlands,$9.25,$11.86,Action & Adventure
37313,Playstation 4,Ghost Recon Wildlands [Deluxe Edition],$13.43,$25.99,Action & Adventure
37311,Playstation 4,Ghost Recon Wildlands [Ghost Edition],$142.87,$164.30,Action & Adventure
37310,Playstation 4,Ghost Recon Wildlands [Gold Edition],$21.37,$25.99,Action & Adventure
37314,Playstation 4,Ghost Recon Wildlands [War Within the Cartel Edition],$29.22,$101.62,Action & Adventure
91543,Playstation 4,Ghost of Tsushima,$26.87,$27.00,Action & Adventure
91548,Playstation 4,Ghost of Tsushima [Collector's Edition],$210.77,$271.77,Action & Adventure
1299646,Playstation 4,Ghost of Tsushima [Launch Edition],$29.67,$33.00,Action & Adventure
91547,Playstation 4,Ghost of Tsushima [Special Edition],$51.00,$70.00,Action & Adventure
36720,Playstation 4,Ghostbusters,$11.70,$14.75,Action & Adventure
65044,Playstation 4,Ghostbusters: The Video Game Remastered,$14.07,$15.73,Action & Adventure
2414200,Playstation 4,Ghosts of Tsushima: Director's Cut,,,Action & Adventure
58431,Playstation 4,Ghoul Boy,,,Platformer
58120,Playstation 4,Ghoulboy,$61.02,$70.17,Platformer
36434,Playstation 4,Giana Sisters Twisted Dreams Director's Cut,$27.51,$38.62,Action & Adventure
64004,Playstation 4,Giga Wrecker ALT,$16.00,$22.10,Action & Adventure
64005,Playstation 4,Giga Wrecker ALT [Collector's Edition],$32.14,$36.96,Action & Adventure
72746,Playstation 4,Gigantosaurus: The Game,$14.07,$15.00,Action & Adventure
152449,Playstation 4,Giraffe and Annika [Musical Mayhem Edition],$33.92,$34.49,Music
2330522,Playstation 4,Girls und Panzer: Dream Tank Match,$42.85,$47.22,Action & Adventure
36792,Playstation 4,God Eater 2 Rage Burst,$10.95,$13.98,Action & Adventure
161697,Playstation 4,God Eater 2 Rage Burst [Day One Edition],$10.97,$13.35,Action & Adventure
54408,Playstation 4,God Eater 3,$13.66,$15.31,Action & Adventure
37796,Playstation 4,God Wars Future Past,$12.85,$13.85,RPG
40540,Playstation 4,God Wars Future Past [Limited Edition],$48.66,$55.96,RPG
45800,Playstation 4,God of War,$10.75,$12.00,Action & Adventure
35812,Playstation 4,God of War III: Remastered,$9.45,$10.85,Action & Adventure
45802,Playstation 4,God of War [Collector's Edition],$20.28,$39.99,Action & Adventure
68667,Playstation 4,God of War [Playstation Hits],$10.94,$11.99,Action & Adventure
45801,Playstation 4,God of War [Stone Mason Edition],$100.37,$142.87,Action & Adventure
35813,Playstation 4,Godzilla,$182.21,$186.00,Action & Adventure
2291209,Playstation 4,Going Under,,,Action & Adventure
2560425,Playstation 4,Gold Wireless Stereo Headset,$57.99,$64.99,Accessories
66776,Playstation 4,Golem,$12.99,$15.14,Action & Adventure
37829,Playstation 4,Golf Club 2,$10.39,$11.98,Golf
53736,Playstation 4,Golf Club 2019,$9.90,$14.57,Golf
35701,Playstation 4,Golf Club Collector's Edition,$9.99,$13.02,Golf
1316352,Playstation 4,Goosebumps: Dead Of Night,$15.30,$16.99,Action & Adventure
40277,Playstation 4,Gran Turismo Sport,$10.84,$13.01,Racing
40278,Playstation 4,Gran Turismo Sport [Limited Edition],$15.38,$18.56,Racing
105343,Playstation 4,Gran Turismo Sport [Not For Resale],,,Demo & NFR
66784,Playstation 4,Gran Turismo Sport [PlayStation Hits],$10.95,$12.10,Racing
68752,Playstation 4,Granblue Fantasy: Versus,$27.23,$34.37,Fighting
68751,Playstation 4,Granblue Fantasy: Versus [Premium Edition],$39.00,$40.89,Fighting
36125,Playstation 4,Grand Ages: Medieval Limited Edition,$9.44,$12.60,Strategy
36699,Playstation 4,Grand Kingdom,$10.27,$23.47,RPG
36700,Playstation 4,Grand Kingdom Limited Edition,$38.95,$42.50,RPG
35353,Playstation 4,Grand Theft Auto V,$11.13,$12.87,Action & Adventure
49648,Playstation 4,Grand Theft Auto V [Premium Edition],$12.73,$14.41,Action & Adventure
45093,Playstation 4,Gravel,$14.28,$14.28,Racing
62999,Playstation 4,Gravity Ghost,$19.99,$21.97,Puzzle
37222,Playstation 4,Gravity Rush 2,$17.00,$24.99,Action & Adventure
36670,Playstation 4,Gravity Rush Remastered,$65.18,$76.99,Action & Adventure
63725,Playstation 4,GreedFall,$11.64,$15.06,RPG
2062165,Playstation 4,Green Lava Studios Volume 1,$17.85,$20.00,Compilation
59700,Playstation 4,Grim Fandango Remastered,$108.01,$127.50,Action & Adventure
53694,Playstation 4,Grip: Combat Racing,$10.17,$10.97,Racing
91079,Playstation 4,Grip: Combat Racing [Ultimate Edition],$8.39,$8.64,Racing
67772,Playstation 4,Gris,$56.74,$65.25,Platformer
2514098,Playstation 4,Ground Zero Texas [Nuclear Edition],$30.00,$30.00,Shoot'em Up
53939,Playstation 4,Guacamelee Super Turbo Championship Edition,$11.31,$14.97,Action & Adventure
62485,Playstation 4,Guacamelee: One-Two Punch Collection,$25.01,$26.92,Action & Adventure
37470,Playstation 4,Guardians of the Galaxy,$13.22,$15.46,Action & Adventure
37611,Playstation 4,Guilty Gear Xrd Rev 2,$18.47,$19.23,Fighting
36656,Playstation 4,Guilty Gear Xrd Revelator,$7.54,$8.95,Fighting
35404,Playstation 4,Guilty Gear Xrd: Sign,$9.93,$13.72,Fighting
35406,Playstation 4,Guilty Gear Xrd: Sign [Limited Edition],$30.50,$32.69,Fighting
1317355,Playstation 4,Guilty Gear: Strive,$41.92,$46.50,Fighting
117459,Playstation 4,Guitar Hero Live (Game Only),$19.72,$26.09,Music
36140,Playstation 4,Guitar Hero Live Bundle,$20.02,$143.63,Other
36138,Playstation 4,Guitar Hero Live [2 Pack Bundle],$62.54,$87.00,Other
69291,Playstation 4,GunHouse,$14.99,$19.99,Action & Adventure
79539,Playstation 4,Gundam Breaker 3: Break Edition,$40.02,$46.04,Action & Adventure
39957,Playstation 4,Gundam Versus,$11.91,$13.99,Action & Adventure
53868,Playstation 4,Gungrave VR,$17.01,$26.42,Action & Adventure
67737,Playstation 4,Gunvolt Chronicles Luminous Avenger IX,$35.71,$40.99,Action & Adventure
2265666,Playstation 4,HORI Real Arcade Pro 4 Fight Stick [Kai],$195.92,$225.30,Controllers
1384426,Playstation 4,HORI Real Arcade Pro SoulCalibur VI Arcade Fight Stick,$81.00,$113.89,Accessories
1972485,Playstation 4,Habroxia 2 [Limited Edition],$45.00,$48.46,Shoot'em Up
2255147,Playstation 4,Hades,$22.62,$23.39,RPG
72701,Playstation 4,Hardcore Mecha,$24.90,$24.90,Platformer
46483,Playstation 4,Harvest Moon Light of Hope,$13.95,$14.06,Simulation
55824,Playstation 4,Harvest Moon Light of Hope [Limited Edition],$41.20,$47.38,Simulation
61905,Playstation 4,Harvest Moon: Light of Hope [Special Edition Complete],$21.01,$23.49,Action & Adventure
66535,Playstation 4,Harvest Moon: Mad Dash,$11.26,$13.90,Action & Adventure
1450434,Playstation 4,Harvest Moon: One World,$19.95,$24.44,Simulation
2515709,Playstation 4,Harvest Moon: One World [Collector's Edition],,,Simulation
1847453,Playstation 4,Harvest Moon: One World [Limited Edition],,,Simulation
37364,Playstation 4,Has-Been Heroes,$6.96,$10.00,Strategy
36146,Playstation 4,Hasbro Family Fun Pack,$5.97,$10.96,Action & Adventure
37122,Playstation 4,Hasbro Family Fun Pack Conquest Edition,$11.85,$11.94,Other
36793,Playstation 4,Hatsune Miku: Project Diva X,$16.95,$23.00,Action & Adventure
58318,Playstation 4,Headlander,$34.78,$41.13,Platformer
58434,Playstation 4,Heavy Fire: Red Shadow,$11.70,$11.89,FPS
63506,Playstation 4,Heavy Rain & Beyond Two Souls,$15.00,$22.99,Action & Adventure
70627,Playstation 4,Hell Warders,$9.00,$10.96,Action & Adventure
53835,Playstation 4,Hellblade Senua's Sacrifice,$14.92,$18.13,Action & Adventure
35873,Playstation 4,Helldivers: Super-Earth Ultimate Edition,$10.00,$12.48,Action & Adventure
69039,Playstation 4,Hellmut: The Badass from Hell,$6.99,$8.98,Action & Adventure
47105,Playstation 4,Hello Neighbor,$7.96,$10.79,Action & Adventure
53861,Playstation 4,Hello Neighbor Hide & Seek,$8.99,$9.87,Action & Adventure
1450417,Playstation 4,Hellpoint,$24.27,$25.00,Action & Adventure
53754,Playstation 4,Hero Defense,$15.57,$17.89,Action & Adventure
2560410,Playstation 4,Hero Must Die Again,$53.50,$61.52,RPG
67448,Playstation 4,Heroland [Knowble Edition],$17.97,$25.00,RPG
